type,x,y,time
mouse,1116,423,1775454366326
mouse,1099,473,1775454366332
mouse,1075,520,1775454366339
mouse,1054,560,1775454366346
mouse,1039,581,1775454366354
mouse,1030,589,1775454366366
mouse,1024,591,1775454366372
mouse,1020,590,1775454366379
mouse,1016,581,1775454366385
mouse,1012,556,1775454366391
mouse,1012,515,1775454366397
mouse,1017,460,1775454366403
mouse,1029,401,1775454366409
mouse,1048,331,1775454366416
mouse,1070,263,1775454366423
mouse,1091,198,1775454366430
mouse,1112,149,1775454366437
mouse,1132,109,1775454366444
mouse,1145,87,1775454366451
mouse,1152,80,1775454366463
mouse,1157,77,1775454366470
mouse,1162,80,1775454366476
mouse,1168,97,1775454366482
mouse,1171,139,1775454366488
mouse,1168,197,1775454366494
mouse,1160,260,1775454366500
mouse,1140,330,1775454366507
mouse,1115,398,1775454366513
mouse,1080,462,1775454366520
mouse,1042,529,1775454366527
mouse,1002,586,1775454366534
mouse,964,630,1775454366541
mouse,932,658,1775454366548
mouse,912,669,1775454366560
mouse,901,670,1775454366567
mouse,892,666,1775454366573
mouse,887,652,1775454366579
mouse,883,616,1775454366585
mouse,883,561,1775454366591
mouse,888,498,1775454366597
mouse,896,435,1775454366604
mouse,903,374,1775454366610
mouse,908,319,1775454366617
mouse,910,273,1775454366624
mouse,908,233,1775454366631
mouse,901,207,1775454366638
mouse,895,189,1775454366651
mouse,886,181,1775454366657
mouse,873,175,1775454366663
mouse,855,174,1775454366669
mouse,823,180,1775454366675
mouse,782,193,1775454366682
mouse,732,213,1775454366688
mouse,676,241,1775454366694
mouse,616,276,1775454366701
mouse,543,317,1775454366708
mouse,465,366,1775454366715
mouse,379,423,1775454366722
mouse,298,479,1775454366728
mouse,226,521,1775454366735
mouse,164,553,1775454366748
mouse,122,573,1775454366754
mouse,100,582,1775454366760
mouse,92,585,1775454366766
mouse,87,586,1775454366772
mouse,86,586,1775454366778
mouse,88,586,1775454366798
mouse,94,583,1775454366805
mouse,127,566,1775454366812
mouse,188,534,1775454366819
mouse,248,508,1775454366826
mouse,312,482,1775454366833
mouse,377,459,1775454366845
mouse,442,438,1775454366851
mouse,507,424,1775454366857
mouse,563,412,1775454366865
mouse,613,404,1775454366869
mouse,649,398,1775454366876
mouse,670,396,1775454366881
mouse,680,395,1775454366888
mouse,683,395,1775454366895
mouse,683,394,1775454366902
mouse,676,395,1775454366918
mouse,659,400,1775454366925
mouse,610,413,1775454366930
mouse,561,428,1775454366937
mouse,510,443,1775454366944
mouse,458,463,1775454366951
mouse,413,485,1775454366957
mouse,375,509,1775454366964
mouse,350,528,1775454366971
mouse,336,545,1775454366978
mouse,329,553,1775454366991
mouse,328,557,1775454366997
mouse,328,558,1775454367003
mouse,332,561,1775454367011
mouse,358,569,1775454367015
mouse,419,579,1775454367021
mouse,497,579,1775454367027
mouse,582,571,1775454367034
mouse,673,553,1775454367041
mouse,759,531,1775454367048
mouse,832,505,1775454367055
mouse,903,480,1775454367062
mouse,959,455,1775454367069
mouse,1007,425,1775454367081
mouse,1040,395,1775454367088
mouse,1062,365,1775454367094
mouse,1072,334,1775454367100
mouse,1071,304,1775454367106
mouse,1059,273,1775454367114
mouse,1036,241,1775454367118
mouse,994,207,1775454367125
mouse,940,174,1775454367131
mouse,877,146,1775454367138
mouse,810,128,1775454367145
mouse,738,119,1775454367152
mouse,664,115,1775454367159
mouse,600,117,1775454367166
mouse,536,122,1775454367178
mouse,485,134,1775454367185
mouse,447,147,1775454367191
mouse,418,164,1775454367197
mouse,395,185,1775454367203
mouse,376,210,1775454367209
mouse,368,237,1775454367216
mouse,365,261,1775454367222
mouse,371,285,1775454367228
mouse,383,306,1775454367235
mouse,404,325,1775454367242
mouse,432,342,1775454367249
mouse,472,357,1775454367256
mouse,516,365,1775454367263
mouse,563,366,1775454367270
mouse,610,361,1775454367277
mouse,656,349,1775454367284
mouse,698,329,1775454367291
mouse,733,305,1775454367298
mouse,762,281,1775454367305
mouse,782,253,1775454367318
mouse,796,224,1775454367324
mouse,802,200,1775454367331
mouse,805,174,1775454367336
mouse,801,150,1775454367343
mouse,794,129,1775454367348
mouse,777,108,1775454367354
mouse,752,92,1775454367361
mouse,719,77,1775454367368
mouse,679,69,1775454367374
mouse,640,65,1775454367382
mouse,598,69,1775454367388
mouse,552,83,1775454367395
mouse,508,102,1775454367402
mouse,472,129,1775454367415
mouse,438,157,1775454367421
mouse,415,189,1775454367427
mouse,399,218,1775454367434
mouse,392,245,1775454367439
mouse,393,265,1775454367445
mouse,403,290,1775454367452
mouse,422,313,1775454367458
mouse,455,337,1775454367465
mouse,500,354,1775454367471
mouse,550,366,1775454367478
mouse,602,368,1775454367485
mouse,655,361,1775454367492
mouse,707,345,1775454367499
mouse,756,323,1775454367512
mouse,797,296,1775454367518
mouse,828,265,1775454367524
mouse,854,231,1775454367530
mouse,872,197,1775454367536
mouse,881,165,1775454367542
mouse,884,133,1775454367548
mouse,880,109,1775454367555
mouse,869,91,1775454367562
mouse,852,75,1775454367569
mouse,827,61,1775454367576
mouse,797,52,1775454367583
mouse,760,52,1775454367590
mouse,715,57,1775454367603
mouse,660,73,1775454367609
mouse,597,100,1775454367615
mouse,528,139,1775454367621
mouse,460,185,1775454367627
mouse,397,235,1775454367633
mouse,345,283,1775454367639
mouse,304,330,1775454367646
mouse,278,376,1775454367652
mouse,265,414,1775454367658
mouse,262,445,1775454367665
mouse,264,473,1775454367672
mouse,276,494,1775454367680
mouse,296,512,1775454367687
mouse,325,525,1775454367700
mouse,362,530,1775454367706
mouse,406,529,1775454367714
mouse,457,516,1775454367718
mouse,510,491,1775454367724
mouse,560,461,1775454367730
mouse,610,424,1775454367736
mouse,655,381,1775454367743
mouse,693,334,1775454367749
mouse,724,285,1775454367756
mouse,747,241,1775454367763
mouse,758,197,1775454367770
mouse,762,159,1775454367777
mouse,758,127,1775454367784
mouse,743,98,1775454367796
mouse,716,74,1775454367803
mouse,682,56,1775454367810
mouse,640,47,1775454367815
mouse,584,43,1775454367821
mouse,516,46,1775454367827
mouse,442,59,1775454367833
mouse,367,78,1775454367839
mouse,293,104,1775454367846
mouse,224,137,1775454367853
mouse,160,170,1775454367860
mouse,103,213,1775454367867
mouse,59,249,1775454367874
mouse,29,283,1775454367887
mouse,12,309,1775454367893
mouse,7,329,1775454367899
mouse,7,346,1775454367906
mouse,19,365,1775454367912
mouse,46,384,1775454367919
mouse,85,402,1775454367924
mouse,139,414,1775454367930
mouse,199,418,1775454367937
mouse,270,417,1775454367944
mouse,347,406,1775454367951
mouse,424,389,1775454367958
mouse,505,365,1775454367964
mouse,584,337,1775454367971
mouse,658,308,1775454367984
mouse,727,276,1775454367990
mouse,785,242,1775454367996
mouse,836,209,1775454368002
mouse,877,181,1775454368008
mouse,908,153,1775454368014
mouse,928,128,1775454368020
mouse,936,113,1775454368027
mouse,937,101,1775454368034
mouse,932,89,1775454368041
mouse,920,80,1775454368048
mouse,892,70,1775454368055
mouse,853,68,1775454368062
mouse,804,73,1775454368075
mouse,736,88,1775454368081
mouse,660,113,1775454368087
mouse,584,146,1775454368095
mouse,512,184,1775454368099
mouse,450,220,1775454368105
mouse,396,253,1775454368111
mouse,351,285,1775454368118
mouse,314,315,1775454368125
mouse,293,336,1775454368131
mouse,286,346,1775454368138
mouse,283,349,1775454368145
mouse,283,351,1775454368152
mouse,288,353,1775454368166
mouse,304,357,1775454368173
mouse,346,359,1775454368180
mouse,396,352,1775454368186
mouse,451,333,1775454368194
mouse,508,307,1775454368201
mouse,564,276,1775454368207
mouse,624,240,1775454368221
mouse,683,199,1775454368227
mouse,737,160,1775454368233
mouse,781,125,1775454368239
mouse,812,97,1775454368245
mouse,839,70,1775454368251
mouse,854,50,1775454368257
mouse,862,39,1775454368263
mouse,864,33,1775454368270
mouse,864,31,1775454368277
mouse,860,29,1775454368284
mouse,850,29,1775454368291
mouse,828,36,1775454368298
mouse,788,57,1775454368305
mouse,742,89,1775454368318
mouse,690,130,1775454368324
mouse,632,181,1775454368330
mouse,574,237,1775454368336
mouse,518,293,1775454368342
mouse,470,346,1775454368349
mouse,428,396,1775454368354
mouse,395,440,1775454368361
mouse,373,472,1775454368367
mouse,360,493,1775454368375
mouse,356,502,1775454368381
mouse,355,505,1775454368389
mouse,357,505,1775454368409
mouse,368,498,1775454368416
mouse,394,474,1775454368423
mouse,434,434,1775454368430
mouse,475,387,1775454368437
mouse,516,335,1775454368444
mouse,556,283,1775454368450
mouse,597,231,1775454368463
mouse,636,181,1775454368469
mouse,671,135,1775454368475
mouse,700,97,1775454368481
mouse,723,67,1775454368487
mouse,737,49,1775454368493
mouse,743,42,1775454368499
mouse,744,40,1775454368506
mouse,744,39,1775454368513
mouse,742,41,1775454368534
mouse,730,61,1775454368541
mouse,692,137,1775454368548
mouse,657,214,1775454368555
mouse,624,291,1775454368562
mouse,594,362,1775454368569
mouse,566,430,1775454368576
mouse,543,496,1775454368583
mouse,520,551,1775454368590
mouse,504,593,1775454368602
mouse,490,621,1775454368608
mouse,485,631,1775454368614
mouse,482,634,1775454368621
mouse,482,635,1775454368626
mouse,482,632,1775454368633
mouse,485,618,1775454368639
mouse,494,589,1775454368645
mouse,509,548,1775454368652
mouse,528,501,1775454368659
mouse,548,453,1775454368666
mouse,572,406,1775454368673
mouse,598,356,1775454368680
mouse,624,313,1775454368687
mouse,650,275,1775454368699
mouse,677,244,1775454368705
mouse,703,221,1775454368711
mouse,722,209,1775454368717
mouse,735,201,1775454368724
mouse,745,198,1775454368730
mouse,748,198,1775454368736
mouse,749,198,1775454368743
mouse,751,201,1775454368749
mouse,752,213,1775454368756
mouse,751,256,1775454368763
mouse,745,314,1775454368770
mouse,736,365,1775454368777
mouse,722,408,1775454368790
mouse,707,449,1775454368796
mouse,691,485,1775454368802
mouse,675,517,1775454368808
mouse,661,539,1775454368815
mouse,653,549,1775454368821
mouse,649,553,1775454368827
mouse,648,556,1775454368833
mouse,648,557,1775454368840
mouse,648,556,1775454368857
mouse,648,553,1775454368863
mouse,652,543,1775454368869
mouse,662,525,1775454368875
mouse,679,495,1775454368882
mouse,694,466,1775454368888
mouse,707,442,1775454368895
mouse,717,424,1775454368902
mouse,724,413,1775454368909
mouse,729,405,1775454368916
mouse,731,401,1775454368923
mouse,732,400,1775454368936
mouse,732,398,1775454368942
mouse,733,398,1775454368948
mouse,734,398,1775454368954
mouse,734,400,1775454368965
mouse,731,409,1775454368971
mouse,724,437,1775454368984
mouse,706,486,1775454368990
mouse,687,530,1775454368996
mouse,671,562,1775454369002
mouse,656,581,1775454369008
mouse,646,593,1775454369014
mouse,640,600,1775454369020
mouse,636,602,1775454369027
mouse,634,603,1775454369033
mouse,632,603,1775454369041
mouse,632,600,1775454369047
mouse,630,593,1775454369055
mouse,631,578,1775454369062
mouse,601,566,1775454370632
mouse,561,544,1775454370638
mouse,521,517,1775454370645
mouse,480,485,1775454370652
mouse,436,447,1775454370659
mouse,388,409,1775454370666
mouse,344,372,1775454370673
mouse,298,336,1775454370680
mouse,254,304,1775454370693
mouse,211,273,1775454370699
mouse,170,243,1775454370705
mouse,136,217,1775454370711
mouse,108,194,1775454370717
mouse,86,177,1775454370723
mouse,76,169,1775454370729
mouse,72,165,1775454370736
mouse,70,164,1775454370742
mouse,69,163,1775454370749
mouse,68,163,1775454370756
mouse,68,162,1775454370792
mouse,68,163,1775454370904
mouse,67,163,1775454370944
mouse,66,163,1775454370951
mouse,66,164,1775454370957
mouse,65,164,1775454370964
mouse,64,165,1775454370972
mouse,63,165,1775454370979
mouse,61,165,1775454370985
mouse,59,165,1775454370992
mouse,58,166,1775454370999
mouse,56,167,1775454371006
mouse,55,167,1775454371013
mouse,54,168,1775454371026
mouse,52,168,1775454371032
mouse,50,169,1775454371038
mouse,49,169,1775454371044
mouse,48,169,1775454371050
mouse,47,169,1775454371056
mouse,45,169,1775454371074
mouse,44,169,1775454371083
mouse,43,169,1775454371110
mouse,42,168,1775454371145
mouse,41,168,1775454371166
mouse,41,167,1775454371184
mouse,41,166,1775454371194
mouse,40,166,1775454371201
mouse,40,165,1775454371215
mouse,909,105,1775454372722
mouse,910,105,1775454372723
mouse,913,116,1775454372979
mouse,919,140,1775454372985
mouse,924,169,1775454372992
mouse,927,197,1775454372999
mouse,930,228,1775454373006
mouse,930,266,1775454373013
mouse,930,309,1775454373025
mouse,930,353,1775454373031
mouse,928,392,1775454373037
mouse,924,420,1775454373044
mouse,918,445,1775454373050
mouse,911,460,1775454373056
mouse,850,465,1775454373535
mouse,798,469,1775454373541
mouse,747,469,1775454373548
mouse,694,466,1775454373554
mouse,644,461,1775454373561
mouse,594,453,1775454373568
mouse,548,440,1775454373575
mouse,507,422,1775454373589
mouse,459,399,1775454373595
mouse,403,365,1775454373601
mouse,345,323,1775454373607
mouse,296,281,1775454373613
mouse,264,245,1775454373619
mouse,244,222,1775454373625
mouse,235,213,1775454373631
mouse,231,209,1775454373638
mouse,231,208,1775454373645
mouse,232,209,1775454373661
mouse,224,204,1775454373882
mouse,216,195,1775454373888
mouse,208,187,1775454373895
mouse,201,180,1775454373902
mouse,196,175,1775454373908
mouse,192,172,1775454373916
mouse,190,170,1775454373928
mouse,189,169,1775454373936
mouse,189,168,1775454373940
mouse,188,167,1775454373946
mouse,187,166,1775454373952
mouse,187,165,1775454373958
mouse,185,165,1775454373964
mouse,184,164,1775454373971
mouse,183,163,1775454373979
mouse,181,161,1775454373985
mouse,180,161,1775454373993
mouse,179,160,1775454374007
mouse,177,158,1775454374013
mouse,176,156,1775454374020
mouse,173,154,1775454374027
mouse,172,153,1775454374034
mouse,171,151,1775454374041
mouse,169,150,1775454374048
mouse,168,149,1775454374055
mouse,167,147,1775454374068
mouse,166,146,1775454374074
mouse,164,145,1775454374080
mouse,163,143,1775454374086
mouse,161,141,1775454374092
mouse,160,140,1775454374099
mouse,159,139,1775454374104
mouse,157,137,1775454374111
mouse,156,135,1775454374117
mouse,154,133,1775454374124
mouse,152,130,1775454374131
mouse,151,129,1775454374138
mouse,149,125,1775454374145
mouse,148,122,1775454374152
mouse,146,115,1775454374164
mouse,145,107,1775454374171
mouse,145,93,1775454374177
mouse,148,78,1775454374183
mouse,157,57,1775454374189
mouse,170,41,1775454374195
mouse,185,27,1775454374201
mouse,200,21,1775454374208
mouse,216,17,1775454374215
mouse,231,17,1775454374221
mouse,244,22,1775454374228
mouse,256,28,1775454374235
mouse,267,34,1775454374242
mouse,274,43,1775454374249
mouse,280,52,1775454374261
mouse,285,63,1775454374267
mouse,290,75,1775454374273
mouse,293,93,1775454374279
mouse,296,121,1775454374286
mouse,298,159,1775454374292
mouse,300,206,1775454374298
mouse,299,263,1775454374305
mouse,299,325,1775454374311
mouse,297,396,1775454374319
mouse,298,458,1775454374326
mouse,298,517,1775454374332
mouse,302,565,1775454374339
mouse,304,597,1775454374352
mouse,304,615,1775454374358
mouse,306,625,1775454374364
mouse,307,626,1775454374371
mouse,307,627,1775454374377
mouse,307,625,1775454374388
mouse,307,621,1775454374401
mouse,304,603,1775454374407
mouse,300,557,1775454374413
mouse,296,501,1775454374419
mouse,295,450,1775454374425
mouse,295,390,1775454374432
mouse,295,328,1775454374437
mouse,296,263,1775454374446
mouse,300,195,1775454374451
mouse,308,126,1775454374457
mouse,318,65,1775454374464
mouse,332,13,1775454374471
mouse,367,0,1775454374535
mouse,368,49,1775454374541
mouse,370,106,1775454374549
mouse,370,165,1775454374555
mouse,370,230,1775454374562
mouse,369,301,1775454374569
mouse,369,369,1775454374576
mouse,369,441,1775454374589
mouse,369,512,1775454374595
mouse,372,577,1775454374601
mouse,374,629,1775454374607
mouse,376,673,1775454374614
mouse,380,706,1775454374619
mouse,382,729,1775454374625
mouse,384,745,1775454374631
mouse,389,757,1775454374638
mouse,394,769,1775454374645
mouse,401,778,1775454374652
mouse,408,783,1775454374659
mouse,416,788,1775454374666
mouse,428,793,1775454374673
mouse,448,797,1775454374685
mouse,469,803,1775454374691
mouse,493,807,1775454374697
mouse,516,810,1775454374704
mouse,531,811,1775454374710
mouse,540,812,1775454374716
mouse,544,812,1775454374722
mouse,546,812,1775454374729
mouse,539,777,1775454374903
mouse,526,734,1775454374912
mouse,514,686,1775454374918
mouse,503,637,1775454374923
mouse,487,589,1775454374930
mouse,471,537,1775454374936
mouse,450,477,1775454374943
mouse,429,412,1775454374950
mouse,404,341,1775454374957
mouse,380,270,1775454374970
mouse,359,203,1775454374976
mouse,343,146,1775454374982
mouse,330,105,1775454374988
mouse,324,90,1775454374994
mouse,321,85,1775454375001
mouse,321,83,1775454375006
mouse,321,84,1775454375034
mouse,322,86,1775454375041
mouse,323,89,1775454375048
mouse,323,98,1775454375055
mouse,323,113,1775454375067
mouse,321,115,1775454375279
mouse,319,117,1775454375287
mouse,318,118,1775454375294
mouse,316,119,1775454375298
mouse,312,121,1775454375305
mouse,300,127,1775454375311
mouse,291,131,1775454375318
mouse,281,134,1775454375325
mouse,276,137,1775454375332
mouse,274,137,1775454375339
mouse,273,137,1775454375352
mouse,269,138,1775454375358
mouse,261,138,1775454375366
mouse,253,138,1775454375370
mouse,246,138,1775454375376
mouse,243,138,1775454375382
mouse,241,138,1775454375390
mouse,240,138,1775454375395
mouse,238,138,1775454375401
mouse,236,138,1775454375419
mouse,235,138,1775454375444
mouse,234,138,1775454375450
mouse,233,138,1775454375467
mouse,228,137,1775454375474
mouse,219,133,1775454375479
mouse,207,128,1775454375485
mouse,198,125,1775454375492
mouse,192,123,1775454375499
mouse,190,122,1775454375506
mouse,188,121,1775454375513
mouse,187,121,1775454375520
mouse,186,121,1775454375527
mouse,185,120,1775454375533
mouse,184,120,1775454375548
mouse,184,119,1775454375564
mouse,183,119,1775454375575
mouse,182,119,1775454375589
mouse,181,119,1775454375610
mouse,181,118,1775454375617
mouse,180,117,1775454375645
click,180,117,1775454375819
mouse,224,14,1775454379521
mouse,536,53,1775454379645
mouse,508,121,1775454379652
mouse,477,201,1775454379659
mouse,440,282,1775454379672
mouse,404,362,1775454379678
mouse,369,439,1775454379685
mouse,332,518,1775454379690
mouse,297,590,1775454379696
mouse,267,661,1775454379702
mouse,237,728,1775454379708
mouse,212,788,1775454379714
mouse,183,812,1775454379785
mouse,204,762,1775454379791
mouse,229,705,1775454379799
mouse,253,652,1775454379805
mouse,284,596,1775454379813
mouse,316,542,1775454379819
mouse,348,489,1775454379826
mouse,384,434,1775454379832
mouse,421,383,1775454379839
mouse,453,337,1775454379846
mouse,487,295,1775454379853
mouse,518,254,1775454379861
mouse,546,221,1775454379867
mouse,568,197,1775454379874
mouse,583,182,1775454379881
mouse,596,175,1775454379888
mouse,602,172,1775454379895
mouse,604,171,1775454379902
mouse,605,171,1775454379914
mouse,607,171,1775454379920
mouse,607,172,1775454379927
mouse,608,174,1775454379933
mouse,612,181,1775454379940
mouse,616,203,1775454379945
mouse,620,253,1775454379951
mouse,620,306,1775454379957
mouse,616,356,1775454379964
mouse,610,414,1775454379971
mouse,600,477,1775454379978
mouse,585,545,1775454379985
mouse,573,611,1775454379992
mouse,564,672,1775454380005
mouse,559,727,1775454380011
mouse,557,769,1775454380017
mouse,557,796,1775454380023
mouse,557,816,1775454380029
mouse,588,814,1775454380097
mouse,635,771,1775454380104
mouse,687,729,1775454380111
mouse,747,686,1775454380118
mouse,807,639,1775454380125
mouse,869,592,1775454380131
mouse,935,541,1775454380138
mouse,1003,491,1775454380151
mouse,1071,441,1775454380157
mouse,1136,393,1775454380163
mouse,1204,343,1775454380169
mouse,1261,296,1775454380175
mouse,1313,252,1775454380181
mouse,1353,213,1775454380187
mouse,1384,173,1775454380194
mouse,1408,141,1775454380201
mouse,1423,114,1775454380208
mouse,1432,94,1775454380215
mouse,1436,83,1775454380222
mouse,1436,77,1775454380229
mouse,1437,74,1775454380242
mouse,1437,73,1775454380248
mouse,1436,73,1775454380266
mouse,1426,74,1775454380272
mouse,1377,86,1775454380279
mouse,1296,110,1775454380285
mouse,1220,137,1775454380292
mouse,1147,162,1775454380298
mouse,1078,190,1775454380305
mouse,1015,220,1775454380312
mouse,951,252,1775454380319
mouse,889,285,1775454380326
mouse,836,321,1775454380338
mouse,784,356,1775454380345
mouse,740,389,1775454380351
mouse,704,417,1775454380357
mouse,676,442,1775454380363
mouse,658,459,1775454380369
mouse,649,468,1775454380375
mouse,647,470,1775454380382
mouse,646,471,1775454380388
mouse,648,471,1775454380438
mouse,652,469,1775454380444
mouse,664,462,1775454380451
mouse,691,446,1775454380458
mouse,732,413,1775454380464
mouse,766,380,1775454380471
mouse,793,349,1775454380484
mouse,816,319,1775454380492
mouse,841,281,1775454380496
mouse,864,241,1775454380502
mouse,887,201,1775454380509
mouse,908,161,1775454380514
mouse,926,127,1775454380520
mouse,940,98,1775454380527
mouse,949,80,1775454380534
mouse,955,70,1775454380541
mouse,956,67,1775454380548
mouse,957,66,1775454380555
mouse,957,65,1775454380562
mouse,955,67,1775454380597
mouse,944,81,1775454380603
mouse,884,149,1775454380610
mouse,819,225,1775454380623
mouse,761,294,1775454380629
mouse,708,355,1775454380635
mouse,657,405,1775454380641
mouse,606,458,1775454380647
mouse,558,505,1775454380653
mouse,513,551,1775454380660
mouse,474,590,1775454380667
mouse,441,625,1775454380673
mouse,412,653,1775454380680
mouse,396,671,1775454380687
mouse,388,680,1775454380694
mouse,385,683,1775454380701
mouse,384,685,1775454380708
mouse,385,685,1775454380743
mouse,391,680,1775454380749
mouse,407,662,1775454380756
mouse,448,613,1775454380769
mouse,489,565,1775454380775
mouse,530,521,1775454380781
mouse,568,477,1775454380787
mouse,611,432,1775454380793
mouse,653,391,1775454380799
mouse,692,356,1775454380805
mouse,732,323,1775454380813
mouse,765,293,1775454380819
mouse,793,269,1775454380826
mouse,819,248,1775454380833
mouse,838,233,1775454380839
mouse,849,225,1775454380846
mouse,856,221,1775454380853
mouse,860,219,1775454380861
mouse,861,219,1775454380874
mouse,862,219,1775454380881
mouse,860,220,1775454380896
mouse,855,225,1775454380902
mouse,836,245,1775454380909
mouse,788,301,1775454380916
mouse,748,345,1775454380923
mouse,714,384,1775454380930
mouse,682,418,1775454380937
mouse,648,450,1775454380944
mouse,609,481,1775454380956
mouse,623,502,1775454381932
mouse,644,537,1775454381939
mouse,671,573,1775454381944
mouse,695,606,1775454381951
mouse,720,639,1775454381958
mouse,746,670,1775454381964
mouse,772,698,1775454381972
mouse,793,726,1775454381979
mouse,813,749,1775454381986
mouse,829,767,1775454381992
mouse,842,784,1775454382005
mouse,854,798,1775454382011
mouse,859,807,1775454382017
mouse,862,812,1775454382023
mouse,864,813,1775454382029
mouse,864,814,1775454382049
mouse,864,815,1775454382065
mouse,864,816,1775454382166
mouse,863,817,1775454382173
mouse,862,817,1775454382187
mouse,862,818,1775454382194
mouse,862,819,1775454382215
mouse,862,821,1775454382222
mouse,862,823,1775454382235
mouse,968,822,1775454384111
mouse,956,766,1775454384118
mouse,948,716,1775454384125
mouse,943,666,1775454384137
mouse,941,622,1775454384143
mouse,941,587,1775454384150
mouse,941,565,1775454384156
mouse,943,554,1775454384162
mouse,944,551,1775454384168
mouse,944,549,1775454384176
mouse,945,505,1775454384403
mouse,952,439,1775454384412
mouse,964,373,1775454384419
mouse,976,303,1775454384423
mouse,993,233,1775454384430
mouse,1012,169,1775454384437
mouse,1032,104,1775454384444
mouse,1052,46,1775454384451
mouse,985,15,1775454384819
mouse,965,49,1775454384826
mouse,946,79,1775454384832
mouse,927,106,1775454384840
mouse,907,132,1775454384852
mouse,888,154,1775454384858
mouse,864,176,1775454384865
mouse,839,198,1775454384871
mouse,808,219,1775454384877
mouse,774,240,1775454384883
mouse,742,257,1775454384889
mouse,707,281,1775454384895
mouse,679,302,1775454384903
mouse,651,313,1775454384910
mouse,632,317,1775454384916
mouse,623,317,1775454384923
mouse,584,326,1775454385147
mouse,539,333,1775454385152
mouse,491,341,1775454385159
mouse,444,347,1775454385166
mouse,396,350,1775454385173
mouse,353,353,1775454385186
mouse,307,353,1775454385192
mouse,255,351,1775454385198
mouse,192,343,1775454385204
mouse,128,333,1775454385210
mouse,66,318,1775454385216
mouse,12,306,1775454385222
mouse,0,291,1775454385229
mouse,0,281,1775454385235
mouse,0,273,1775454385242
mouse,0,271,1775454385249
mouse,0,270,1775454385256
mouse,0,272,1775454385298
mouse,0,268,1775454385521
mouse,0,264,1775454385528
mouse,0,261,1775454385534
mouse,0,257,1775454385541
mouse,0,256,1775454385548
mouse,0,254,1775454385555
mouse,0,253,1775454385567
mouse,0,251,1775454385576
mouse,0,248,1775454385582
mouse,1,242,1775454385589
mouse,4,236,1775454385596
mouse,6,227,1775454385603
mouse,8,220,1775454385616
mouse,11,214,1775454385622
mouse,12,211,1775454385628
mouse,13,209,1775454385634
mouse,14,207,1775454385640
mouse,15,205,1775454385646
mouse,16,204,1775454385652
mouse,16,203,1775454385660
mouse,17,203,1775454385666
mouse,17,202,1775454385673
mouse,17,201,1775454385679
mouse,18,201,1775454385694
mouse,19,201,1775454385713
mouse,19,200,1775454385719
mouse,19,199,1775454385737
mouse,19,198,1775454385763
mouse,19,197,1775454385784
mouse,20,195,1775454385840
mouse,20,193,1775454385847
mouse,21,189,1775454385853
mouse,22,185,1775454385860
mouse,23,181,1775454385867
mouse,25,176,1775454385874
mouse,26,170,1775454385881
mouse,27,167,1775454385888
mouse,28,165,1775454385900
mouse,28,163,1775454385907
mouse,28,161,1775454385913
mouse,28,160,1775454385931
mouse,29,159,1775454385939
mouse,30,158,1775454385955
mouse,30,157,1775454385999
